wikidata_qid,wikidata_name,wikidata_url,candidate_inat_ids,candidate_inat_names,correct_inat_taxon_id,notes
Q138309703,Apoica,http://www.wikidata.org/entity/Q138309703,194057;1375242,Apoica;Apoica,,
Q134294490,Apomys,http://www.wikidata.org/entity/Q134294490,45654;1431411,Apomys;Apomys,,
Q110540980,Aporocera,http://www.wikidata.org/entity/Q110540980,375593;898097,Aporocera;Aporocera,,
Q22106158,Apotropina,http://www.wikidata.org/entity/Q22106158,375594;705369,Apotropina;Apotropina,,
Q18729885,Apseudomorpha,http://www.wikidata.org/entity/Q18729885,248742;983429,Apseudomorpha;Apseudomorpha,,
Q10416358,Apterogryllus brunnerianus,http://www.wikidata.org/entity/Q10416358,1562230;1562232,Apterogryllus brunnerianus;Apterogryllus brunnerianus,,
Q10416368,Apterogryllus palpatus,http://www.wikidata.org/entity/Q10416368,1381401;1562254,Apterogryllus palpatus;Apterogryllus palpatus,,
Q50750798,Apterola,http://www.wikidata.org/entity/Q50750798,363371;1137748,Apterola;Apterola,,
Q13489005,Aracamunia,http://www.wikidata.org/entity/Q13489005,554309;796650,Aracamunia;Aracamunia,,
Q10416599,Arachnomimus,http://www.wikidata.org/entity/Q10416599,766844;767426,Arachnomimus;Arachnomimus,,
Q51902621,Arachnoscelis,http://www.wikidata.org/entity/Q51902621,244839;767589,Arachnoscelis;Arachnoscelis,,
Q93746874,Arawakia,http://www.wikidata.org/entity/Q93746874,83682;1341826,Arawakia;Arawakia,,
Q119571461,Arboridia,http://www.wikidata.org/entity/Q119571461,173003;631633,Arboridia;Arboridia,,
Q10417115,Arbusculina irregularis,http://www.wikidata.org/entity/Q10417115,1684336;1684345,Arbusculina irregularis;Arbusculina irregularis,,
Q10417189,Archethopolys,http://www.wikidata.org/entity/Q10417189,999705;999952,Archethopolys;Archethopolys,,
Q110901544,Archichauliodes,http://www.wikidata.org/entity/Q110901544,47855;1452207,Archichauliodes;Archichauliodes,,
Q2080031,Archichauliodes guttiferus,http://www.wikidata.org/entity/Q2080031,892890;1592166,Archichauliodes guttiferus;Archichauliodes guttiferus,,
Q2676845,Archichauliodes polypastus,http://www.wikidata.org/entity/Q2676845,1158982;1592169,Archichauliodes polypastus;Archichauliodes polypastus,,
Q2500957,Archichauliodes uncinatus,http://www.wikidata.org/entity/Q2500957,1362780;1592172,Archichauliodes uncinatus;Archichauliodes uncinatus,,
Q30166558,Arcyptera,http://www.wikidata.org/entity/Q30166558,122700;764117,Arcyptera;Arcyptera,,
Q10417445,Arenobius,http://www.wikidata.org/entity/Q10417445,999954;999706,Arenobius;Arenobius,,
Q9628195,Aretia,http://www.wikidata.org/entity/Q9628195,1334451;1334497,Aretia;Aretia,,
Q21440924,Argyarctia,http://www.wikidata.org/entity/Q21440924,714292;1392412,Argyarctia;Argyarctia,,
Q50754496,Argynnis,http://www.wikidata.org/entity/Q50754496,1117856;1456550,Argynnis;Argynnis,,
Q14925646,Ariphron,http://www.wikidata.org/entity/Q14925646,1640089;1640091,Ariphron;Ariphron,,
Q2748035,Aristosyrphus,http://www.wikidata.org/entity/Q2748035,1466333;1627853,Aristosyrphus;Aristosyrphus,,
Q10417960,Aritella duldrana,http://www.wikidata.org/entity/Q10417960,1543590;1543589,Aritella duldrana;Aritella duldrana,,
Q10417961,Aritella dumpalia,http://www.wikidata.org/entity/Q10417961,1543593;1543592,Aritella dumpalia;Aritella dumpalia,,
Q10417968,Aritella ilya,http://www.wikidata.org/entity/Q10417968,1543597;1543596,Aritella ilya;Aritella ilya,,
Q10417970,Aritella leengila,http://www.wikidata.org/entity/Q10417970,1543602;1543601,Aritella leengila;Aritella leengila,,
Q4791157,Arivaca albicostella,http://www.wikidata.org/entity/Q4791157,1292728;1337099,Arivaca albicostella;Arivaca albicostella,,
Q2338055,Armadillidium sordidum,http://www.wikidata.org/entity/Q2338055,951141;1637191,Armadillidium sordidum;Armadillidium sordidum,,
Q81220077,Arnoldiella,http://www.wikidata.org/entity/Q81220077,640581;880966,Arnoldiella;Arnoldiella,,
Q50739975,Arrenurus,http://www.wikidata.org/entity/Q50739975,121463;1008012,Arrenurus;Arrenurus,,
Q42415900,Arthroceras,http://www.wikidata.org/entity/Q42415900,931442;1269558,Arthroceras;Arthroceras,,
Q4797645,Arthroceras,http://www.wikidata.org/entity/Q4797645,931442;1269558,Arthroceras;Arthroceras,,
Q23759714,Articulina,http://www.wikidata.org/entity/Q23759714,532861;841119,Articulina;Articulina,,
Q21441090,Artona,http://www.wikidata.org/entity/Q21441090,124700;1525997,Artona;Artona,,
Q21441524,Asellus,http://www.wikidata.org/entity/Q21441524,153339;1352305,Asellus;Asellus,,
Q28170488,Asemeia,http://www.wikidata.org/entity/Q28170488,355608;544506,Asemeia;Asemeia,,
Q21441390,Asilis,http://www.wikidata.org/entity/Q21441390,375644;1496499,Asilis;Asilis,,
Q107274089,Aspera,http://www.wikidata.org/entity/Q107274089,714973;1435064,Aspera;Aspera,,
Q10420017,Aspergillus leucocarpus,http://www.wikidata.org/entity/Q10420017,1408981;1408980,Aspergillus leucocarpus;Aspergillus leucocarpus,1408981,
Q107493972,Aspergillus tamarindosoli,http://www.wikidata.org/entity/Q107493972,1408991;1408992,Aspergillus tamarindosoli;Aspergillus tamarindosoli,,
Q60520477,Aspergillus teporis,http://www.wikidata.org/entity/Q60520477,1408993;1408994,Aspergillus teporis;Aspergillus teporis,,
Q28432787,Aspergillus xerophilus,http://www.wikidata.org/entity/Q28432787,1408996;1408995,Aspergillus xerophilus;Aspergillus xerophilus,,
Q61446506,Asprella,http://www.wikidata.org/entity/Q61446506,1444210;1444209,Asprella;Asprella,,
Q50747427,Astenus,http://www.wikidata.org/entity/Q50747427,173034;1348569,Astenus;Astenus,,
Q61466676,Asteriscus,http://www.wikidata.org/entity/Q61466676,71115;1297070,Asteriscus;Asteriscus,1297070,
Q10420741,Asterococcus schimae,http://www.wikidata.org/entity/Q10420741,1662248;1661602,Asterococcus schimae;Asterococcus schimae,1662248,
Q61467811,Asteroporpa,http://www.wikidata.org/entity/Q61467811,247025;1297100,Asteroporpa;Asteroporpa,,
Q12155951,Astraea,http://www.wikidata.org/entity/Q12155951,86695;83247,Astraea;Astraea,,
Q110901556,Astraeus,http://www.wikidata.org/entity/Q110901556,48774;334065,Astraeus;Astraeus,NONE,but seems to be a subgenus of 334065
Q25495913,Astrophea,http://www.wikidata.org/entity/Q25495913,1254713;1264490,Astrophea;Astrophea,,
Q119571391,Asura,http://www.wikidata.org/entity/Q119571391,124525;1364879,Asura;Asura,1364879,
Q21438280,Atarba,http://www.wikidata.org/entity/Q21438280,247964;1656235,Atarba;Atarba,,
Q95452023,Ateleia,http://www.wikidata.org/entity/Q95452023,139604;1203397,Ateleia;Ateleia,,
Q64845998,Athalia bicolor,http://www.wikidata.org/entity/Q64845998,987998;1388324,Athalia bicolor;Athalia bicolor,,
Q21439399,Atheta,http://www.wikidata.org/entity/Q21439399,172978;1365700,Atheta;Atheta,,
Q13402433,Athetis fasciata,http://www.wikidata.org/entity/Q13402433,1275778;1580958,Athetis fasciata;Athetis fasciata,,
Q4813623,Athetis lineosa,http://www.wikidata.org/entity/Q4813623,1245826;1580955,Athetis lineosa;Athetis lineosa,,
Q21439931,Athous,http://www.wikidata.org/entity/Q21439931,86722;1555473,Athous;Athous,,
Q8208374,Atkinsonia,http://www.wikidata.org/entity/Q8208374,848827;1133662,Atkinsonia;Atkinsonia,848827,
Q10421647,Atlanticus kulingensis,http://www.wikidata.org/entity/Q10421647,1564044;1564050,Atlanticus kulingensis;Atlanticus kulingensis,,
Q10421650,Atlanticus magnificus,http://www.wikidata.org/entity/Q10421650,1504498;1564017,Atlanticus magnificus;Atlanticus magnificus,,
Q10421652,Atlanticus palpalis,http://www.wikidata.org/entity/Q10421652,1564084;1564090,Atlanticus palpalis;Atlanticus palpalis,,
Q50743815,Atomaria,http://www.wikidata.org/entity/Q50743815,174609;829646,Atomaria;Atomaria,,
Q2327790,Attagenus aeneus,http://www.wikidata.org/entity/Q2327790,1613654;1614772,Attagenus aeneus;Attagenus aeneus,,
Q119573664,Attenuipyga,http://www.wikidata.org/entity/Q119573664,172931;1068260,Attenuipyga;Attenuipyga,,
Q138040418,Attulus,http://www.wikidata.org/entity/Q138040418,420268;1587798,Attulus;Attulus,,
Q56353118,Audibertia,http://www.wikidata.org/entity/Q56353118,1487166;1487165,Audibertia;Audibertia,,
Q50693439,Augustia,http://www.wikidata.org/entity/Q50693439,1010723;1191462,Augustia;Augustia,1191462,
Q112189379,Aureonarius,http://www.wikidata.org/entity/Q112189379,1417328;1433702;1433703,Aureonarius;Aureonarius;Aureonarius,,
Q67002933,Auricula,http://www.wikidata.org/entity/Q67002933,742765;1269419,Auricula;Auricula,NONE,wikidata is a genus - inat a section (742765)
Q116236536,Auricula,http://www.wikidata.org/entity/Q116236536,742765;1269419,Auricula;Auricula,NONE,new taxon (discovered in 2022) probably not yet on inat
Q29388149,Auricula,http://www.wikidata.org/entity/Q29388149,742765;1269419,Auricula;Auricula,NONE,not accepted according to https://www.marinespecies.org/aphia.php?p=taxdetails&id=206435
Q25661362,Auricula,http://www.wikidata.org/entity/Q25661362,742765;1269419,Auricula;Auricula,1269419,
Q14534739,Austrosciapus sarinensis,http://www.wikidata.org/entity/Q14534739,1531093;1531094,Austrosciapus sarinensis;Austrosciapus sarinensis,,
Q14535162,Austrosciapus storeyi,http://www.wikidata.org/entity/Q14535162,1534531;1534532,Austrosciapus storeyi;Austrosciapus storeyi,,
Q110921255,Austrosciapus tumidus,http://www.wikidata.org/entity/Q110921255,1528028;1528026,Austrosciapus tumidus;Austrosciapus tumidus,,
Q10423428,Autonoe,http://www.wikidata.org/entity/Q10423428,644103;1584270,Autonoe;Autonoe,644103,
Q14480668,Axestotrigona,http://www.wikidata.org/entity/Q14480668,1340001;1581679,Axestotrigona;Axestotrigona,,
Q113299852,Azaleastrum,http://www.wikidata.org/entity/Q113299852,855416;920528,Azaleastrum;Azaleastrum,,
Q4034791,Bacteria,http://www.wikidata.org/entity/Q4034791,47319;67333,Bacteria;Bacteria,47319,
Q50754587,Bactra,http://www.wikidata.org/entity/Q50754587,173465;1520566,Bactra;Bactra,,
Q66821463,Bactridium,http://www.wikidata.org/entity/Q66821463,174607;174597;711704,Bactridium;Bactridium;Bactridium,NONE,seems outdated
Q105134192,Bactridium,http://www.wikidata.org/entity/Q105134192,174607;174597;711704,Bactridium;Bactridium;Bactridium,174597,inat has a more complete taxon tree than ncbi and gbif -- it is probably the same but it seems a bit off
Q4034799,Badister,http://www.wikidata.org/entity/Q4034799,57851;1178506,Badister;Badister,,
Q25661266,Baileya,http://www.wikidata.org/entity/Q25661266,68539;144105;1459773,Baileya;Baileya;Baileya,,
Q23048251,Balladyna,http://www.wikidata.org/entity/Q23048251,487295;1258959,Balladyna;Balladyna,487295,
Q111029131,Baltazaria,http://www.wikidata.org/entity/Q111029131,639585;1244486,Baltazaria;Baltazaria,,
Q64755616,Bambusicola,http://www.wikidata.org/entity/Q64755616,1205;1258308,Bambusicola;Bambusicola,1258308,
Q3773609,Bambusinae,http://www.wikidata.org/entity/Q3773609,1136658;1509000,Bambusinae;Bambusinae,1136658,
Q9648104,Baptistonia,http://www.wikidata.org/entity/Q9648104,1645432;1645433,Baptistonia;Baptistonia,,
Q56569579,Baritius grandis,http://www.wikidata.org/entity/Q56569579,1332455;1666305,Baritius grandis;Baritius grandis,,
Q115688007,Barsine flammealis,http://www.wikidata.org/entity/Q115688007,624901;1364921,Barsine flammealis;Barsine flammealis,,
Q51087009,Barsine obsoleta,http://www.wikidata.org/entity/Q51087009,1292375;1364922,Barsine obsoleta;Barsine obsoleta,,
Q128723562,Barsipennis,http://www.wikidata.org/entity/Q128723562,992511;1692479,Barsipennis;Barsipennis,,
Q104037071,Barsipennis,http://www.wikidata.org/entity/Q104037071,992511;1692479,Barsipennis;Barsipennis,,
Q104037103,Barsura,http://www.wikidata.org/entity/Q104037103,993616;1364962,Barsura;Barsura,,
Q38066440,Barsura,http://www.wikidata.org/entity/Q38066440,993616;1364962,Barsura;Barsura,,
Q20054185,Bartlettia,http://www.wikidata.org/entity/Q20054185,156887;149990,Bartlettia;Bartlettia,,
Q106131678,Basedowia,http://www.wikidata.org/entity/Q106131678,634525;1485628,Basedowia;Basedowia,1485628,
Q4868755,Batella,http://www.wikidata.org/entity/Q4868755,875696;1298237,Batella;Batella,875696,
Q4868757,Batella,http://www.wikidata.org/entity/Q4868757,875696;1298237,Batella;Batella,1298237,
Q21440539,Bebearia,http://www.wikidata.org/entity/Q21440539,149041;891564,Bebearia;Bebearia,,
Q17272557,Belemia,http://www.wikidata.org/entity/Q17272557,1069943;1189107,Belemia;Belemia,,
Q15931230,Bellardia,http://www.wikidata.org/entity/Q15931230,51287;490426,Bellardia;Bellardia,,
Q119478824,Bembidion,http://www.wikidata.org/entity/Q119478824,130639;555786,Bembidion;Bembidion,,
Q29388299,Bembidion,http://www.wikidata.org/entity/Q29388299,130639;555786,Bembidion;Bembidion,,
Q124433997,Benjaminia,http://www.wikidata.org/entity/Q124433997,272841;638719;1043864,Benjaminia;Benjaminia;Benjaminia,NONE,
Q124433987,Benjaminia,http://www.wikidata.org/entity/Q124433987,272841;638719;1043864,Benjaminia;Benjaminia;Benjaminia,NONE,
Q123250962,Benna,http://www.wikidata.org/entity/Q123250962,1179235;1545971,Benna;Benna,1545971,
Q14746842,Benna,http://www.wikidata.org/entity/Q14746842,1179235;1545971,Benna;Benna,1179235,
Q61669200,Bergia,http://www.wikidata.org/entity/Q61669200,72005;1005154,Bergia;Bergia,NONE,this worm taxon was removed from the Catalogue of Life https://www.catalogueoflife.org/data/taxon/84LT2
Q22979470,Bergia,http://www.wikidata.org/entity/Q22979470,72005;1005154,Bergia;Bergia,1005154,
Q50746533,Berosus,http://www.wikidata.org/entity/Q50746533,173368;1404530,Berosus;Berosus,,
Q50750750,Berytinus,http://www.wikidata.org/entity/Q50750750,204875;1200652,Berytinus;Berytinus,,
Q15711357,Bia,http://www.wikidata.org/entity/Q15711357,61286;1069144,Bia;Bia,,
Q10429696,Binaluacris,http://www.wikidata.org/entity/Q10429696,752960;764113,Binaluacris;Binaluacris,,
Q21438819,Bireta,http://www.wikidata.org/entity/Q21438819,124776;1583912,Bireta;Bireta,,
Q18523314,Biula,http://www.wikidata.org/entity/Q18523314,1196607;1583968,Biula;Biula,,
Q21438787,Biula,http://www.wikidata.org/entity/Q21438787,1196607;1583968,Biula;Biula,,
Q10430803,Blaberus brasilianus,http://www.wikidata.org/entity/Q10430803,921113;1619957,Blaberus brasilianus;Blaberus brasilianus,,
Q11841744,Blomia,http://www.wikidata.org/entity/Q11841744,249610;317923,Blomia;Blomia,,
Q10431862,Bobilla plurampe,http://www.wikidata.org/entity/Q10431862,1564108;1564106,Bobilla plurampe;Bobilla plurampe,,
Q127692946,Boea,http://www.wikidata.org/entity/Q127692946,369791;1571553,Boea;Boea,,
Q30106372,Bolitophila,http://www.wikidata.org/entity/Q30106372,634899;788281,Bolitophila;Bolitophila,,
Q21440357,Boloria,http://www.wikidata.org/entity/Q21440357,58573;1456705,Boloria;Boloria,,
Q50747730,Bombylius,http://www.wikidata.org/entity/Q50747730,51559;1367215,Bombylius;Bombylius,1367215,
Q15974772,Bonellia,http://www.wikidata.org/entity/Q15974772,118515;317736,Bonellia;Bonellia,,
Q21440979,Bordea,http://www.wikidata.org/entity/Q21440979,419085;864558,Bordea;Bordea,,
Q110458907,Bothroponera pumicosa,http://www.wikidata.org/entity/Q110458907,428333;1469717,Bothroponera pumicosa;Bothroponera pumicosa,,
Q110458866,Bothroponera talpa,http://www.wikidata.org/entity/Q110458866,1469728;1469735,Bothroponera talpa;Bothroponera talpa,,
Q110458858,Bothroponera wasmannii,http://www.wikidata.org/entity/Q110458858,1469734;1469742,Bothroponera wasmannii;Bothroponera wasmannii,,
Q13422588,Bouchetia,http://www.wikidata.org/entity/Q13422588,156347;826471,Bouchetia;Bouchetia,,
Q192205,Bovini,http://www.wikidata.org/entity/Q192205,846321;1152400;1510787,Bovini;Bovini;Bovini,,
Q116262299,Bowie argentipes,http://www.wikidata.org/entity/Q116262299,1419460;1643696,Bowie argentipes;Bowie argentipes,,
Q17264548,Brachycerinae,http://www.wikidata.org/entity/Q17264548,1125448;1659207,Brachycerinae;Brachycerinae,,
Q87249348,Brachychaeta,http://www.wikidata.org/entity/Q87249348,1454398;1535545,Brachychaeta;Brachychaeta,,
Q13635209,Brachychaeta,http://www.wikidata.org/entity/Q13635209,1454398;1535545,Brachychaeta;Brachychaeta,,
Q19596172,Brachynema,http://www.wikidata.org/entity/Q19596172,576353;574100;574103,Brachynema;Brachynema;Brachynema,574103,
Q8251477,Brachynema,http://www.wikidata.org/entity/Q8251477,576353;574100;574103,Brachynema;Brachynema;Brachynema,576353,here is something wrong both the taxon tree(s) -- but it should be this one
Q50740087,Brachypoda,http://www.wikidata.org/entity/Q50740087,153141;249396,Brachypoda;Brachypoda,,
Q18518457,Brachypoda,http://www.wikidata.org/entity/Q18518457,153141;249396,Brachypoda;Brachypoda,,
Q110560106,Brachypodium,http://www.wikidata.org/entity/Q110560106,57159;1085985,Brachypodium;Brachypodium,,
Q28873384,Brachypus,http://www.wikidata.org/entity/Q28873384,906185;1069959,Brachypus;Brachypus,1069959,
Q28873404,Brachypus,http://www.wikidata.org/entity/Q28873404,906185;1069959,Brachypus;Brachypus,,
Q14923072,Brachypus,http://www.wikidata.org/entity/Q14923072,906185;1069959,Brachypus;Brachypus,,
Q45890862,Brachythrix,http://www.wikidata.org/entity/Q45890862,248148;575621,Brachythrix;Brachythrix,248148,
Q50754788,Bradyporus,http://www.wikidata.org/entity/Q50754788,433306;767497,Bradyporus;Bradyporus,,
Q13444847,Bradyporus dilatatus,http://www.wikidata.org/entity/Q13444847,1511690;1558934,Bradyporus dilatatus;Bradyporus dilatatus,1511690,
Q18601102,Branchiura,http://www.wikidata.org/entity/Q18601102,171757;372778,Branchiura;Branchiura,,
Q21367358,Braunsia,http://www.wikidata.org/entity/Q21367358,568497;796482,Braunsia;Braunsia,796482,
Q63043469,Bremeria,http://www.wikidata.org/entity/Q63043469,451747;1399963,Bremeria;Bremeria,,
Q10435494,Brevizacla,http://www.wikidata.org/entity/Q10435494,766805;767401,Brevizacla;Brevizacla,,
Q21441286,Brevizacla,http://www.wikidata.org/entity/Q21441286,766805;767401,Brevizacla;Brevizacla,,
Q27896121,Brezia,http://www.wikidata.org/entity/Q27896121,1569960;1569966,Brezia;Brezia,,
Q4972610,Brocchinia,http://www.wikidata.org/entity/Q4972610,142335;845538,Brocchinia;Brocchinia,845538,
Q25661614,Brunia,http://www.wikidata.org/entity/Q25661614,125961;126027;735028,Brunia;Brunia;Brunia,NONE,algae with this name doesn't seem to be on inat -- removed according to https://www.gbif.org/species/7638480
Q137885663,Brunia,http://www.wikidata.org/entity/Q137885663,125961;126027;735028,Brunia;Brunia;Brunia,NONE,wikidata is the sugebus of 125961 -- subgenus seems to be missing on inat
Q111030976,Bryophyllum,http://www.wikidata.org/entity/Q111030976,135235;962989,Bryophyllum;Bryophyllum,,
Q50753919,Bryopsis,http://www.wikidata.org/entity/Q50753919,63632;1253504,Bryopsis;Bryopsis,,
Q14618051,Bucephalina,http://www.wikidata.org/entity/Q14618051,1465660;1465659,Bucephalina;Bucephalina,,
Q8253270,Buceras,http://www.wikidata.org/entity/Q8253270,1092884;1092922,Buceras;Buceras,,
Q129938835,Buchanania,http://www.wikidata.org/entity/Q129938835,184498;1403882,Buchanania;Buchanania,,
Q50813202,Bulgariella,http://www.wikidata.org/entity/Q50813202,379498;1191482,Bulgariella;Bulgariella,1191482,
Q10437689,Bumacris,http://www.wikidata.org/entity/Q10437689,752963;764115,Bumacris;Bumacris,,
Q21438892,Buprestis,http://www.wikidata.org/entity/Q21438892,87131;541025,Buprestis;Buprestis,,
Q17517141,Buprestis,http://www.wikidata.org/entity/Q17517141,87131;541025,Buprestis;Buprestis,,
Q107307702,Burnettia,http://www.wikidata.org/entity/Q107307702,324016;865262,Burnettia;Burnettia,865262,
Q46674974,Bursaria,http://www.wikidata.org/entity/Q46674974,83575;1051126,Bursaria;Bursaria,1051126,taxon tree seems to be lacking information
Q11962637,Butleria,http://www.wikidata.org/entity/Q11962637,468490;468489,Butleria;Butleria,468489,
Q21441050,Butleria,http://www.wikidata.org/entity/Q21441050,468490;468489,Butleria;Butleria,NONE,wikidata is the sugebus of 468489 -- subgenus seems to be missing on inat
Q29727585,Byzantorhopalum,http://www.wikidata.org/entity/Q29727585,997435;1296987,Byzantorhopalum;Byzantorhopalum,997435,
Q119571535,Cacia,http://www.wikidata.org/entity/Q119571535,737117;1428266,Cacia;Cacia,,
Q111270119,Cacoplistes,http://www.wikidata.org/entity/Q111270119,746793;767392,Cacoplistes;Cacoplistes,,
Q14840918,Cacostola ornata,http://www.wikidata.org/entity/Q14840918,1645294;1645295,Cacostola ornata;Cacostola ornata,,
Q111270140,Cadmus,http://www.wikidata.org/entity/Q111270140,488712;1224936,Cadmus;Cadmus,,
Q10439163,Caedicia acutifolia,http://www.wikidata.org/entity/Q10439163,1538798;1538799,Caedicia acutifolia;Caedicia acutifolia,,
Q10439176,Caedicia gloriosa,http://www.wikidata.org/entity/Q10439176,1538986;1538987,Caedicia gloriosa;Caedicia gloriosa,,
Q27895194,Caesia,http://www.wikidata.org/entity/Q27895194,324014;1456350,Caesia;Caesia,1456350,
Q14622902,Calameuta punctata,http://www.wikidata.org/entity/Q14622902,1293701;1459511,Calameuta punctata;Calameuta punctata,,
Q63252336,Calamus,http://www.wikidata.org/entity/Q63252336,49239;128986,Calamus;Calamus,,
Q15440368,Calanthe micrantha,http://www.wikidata.org/entity/Q15440368,1608530;1644919,Calanthe micrantha;Calanthe micrantha,,
Q106900696,Calanthe tankervilleae,http://www.wikidata.org/entity/Q106900696,1644771;1644770,Calanthe tankervilleae;Calanthe tankervilleae,,
Q25398745,Calantica,http://www.wikidata.org/entity/Q25398745,429489;576576,Calantica;Calantica,NONE,doesn't have a match on inat -- taxon seems outdated and was probably replaced by Niphonympha (Q10336998) 
Q21440084,Calcarobiotus,http://www.wikidata.org/entity/Q21440084,644236;1478965,Calcarobiotus;Calcarobiotus,1478965,
Q50070271,Calendula,http://www.wikidata.org/entity/Q50070271,59261;786014,Calendula;Calendula,,
Q10439793,Callicrania,http://www.wikidata.org/entity/Q10439793,767501;766270,Callicrania;Callicrania,,
Q50754802,Callicrania,http://www.wikidata.org/entity/Q50754802,767501;766270,Callicrania;Callicrania,,
Q18600167,Calliderma,http://www.wikidata.org/entity/Q18600167,349543;1424667,Calliderma;Calliderma,349543,
Q87172877,Calliopsis,http://www.wikidata.org/entity/Q87172877,174615;571486,Calliopsis;Calliopsis,,
Q13449489,Callipia balteata,http://www.wikidata.org/entity/Q13449489,1384895;1667491,Callipia balteata;Callipia balteata,,
Q13449493,Callipia constantinaria,http://www.wikidata.org/entity/Q13449493,1384900;1667493,Callipia constantinaria;Callipia constantinaria,,
Q13449502,Callipia vicinaria,http://www.wikidata.org/entity/Q13449502,1384901;1667492,Callipia vicinaria;Callipia vicinaria,,
Q119573610,Callipogon,http://www.wikidata.org/entity/Q119573610,251982;1193918,Callipogon;Callipogon,,
Q111270149,Callista,http://www.wikidata.org/entity/Q111270149,246380;711814,Callista;Callista,None,wikidata is the sugebus of 246380 -- subgenus seems to be missing on inat
Q8255695,Callista,http://www.wikidata.org/entity/Q8255695,246380;711814,Callista;Callista,,
Q13449889,Calliteara minor,http://www.wikidata.org/entity/Q13449889,1490051;1529846,Calliteara minor;Calliteara minor,,
Q13449899,Calliteara varia,http://www.wikidata.org/entity/Q13449899,1312623;1529730,Calliteara varia;Calliteara varia,,
Q20987206,Calloria,http://www.wikidata.org/entity/Q20987206,374559;428792,Calloria;Calloria,,
Q25661790,Calophyllum,http://www.wikidata.org/entity/Q25661790,83120;348319,Calophyllum;Calophyllum,,
Q14622950,Calopsyra,http://www.wikidata.org/entity/Q14622950,766924;1560025,Calopsyra;Calopsyra,766924,
Q50740963,Calosoma,http://www.wikidata.org/entity/Q50740963,82765;827209,Calosoma;Calosoma,827209,
Q15970755,Calostigma,http://www.wikidata.org/entity/Q15970755,1325360;1570488,Calostigma;Calostigma,,
Q10440700,Calscirtus,http://www.wikidata.org/entity/Q10440700,767381;766778,Calscirtus;Calscirtus,,
Q10440706,Caltathra amiensis,http://www.wikidata.org/entity/Q10440706,1254135;1564110,Caltathra amiensis;Caltathra amiensis,,
Q10440708,Caltathra chopardi,http://www.wikidata.org/entity/Q10440708,1254139;1564112,Caltathra chopardi;Caltathra chopardi,,
Q6538587,Calthropella,http://www.wikidata.org/entity/Q6538587,1474196;1474198,Calthropella;Calthropella,,
Q21440956,Calthropella,http://www.wikidata.org/entity/Q21440956,1474196;1474198,Calthropella;Calthropella,,
Q20869932,Caluromys,http://www.wikidata.org/entity/Q20869932,42542;1431546,Caluromys;Caluromys,,
Q30090409,Calvisia,http://www.wikidata.org/entity/Q30090409,244836;741605,Calvisia;Calvisia,,
Q15745407,Calycina,http://www.wikidata.org/entity/Q15745407,359415;779176,Calycina;Calycina,,
Q2934649,Cambarellus,http://www.wikidata.org/entity/Q2934649,87187;1092152,Cambarellus;Cambarellus,,
Q107274447,Campanella,http://www.wikidata.org/entity/Q107274447,353183;855910,Campanella;Campanella,NONE,no genus on inat does match
Q15600720,Campanula velata,http://www.wikidata.org/entity/Q15600720,1686823;1686821,Campanula velata;Campanula velata,,
Q18479224,Camponotus,http://www.wikidata.org/entity/Q18479224,62781;519191,Camponotus;Camponotus,,
Q25385349,Camponotus alamaina,http://www.wikidata.org/entity/Q25385349,1362883;1362882,Camponotus alamaina;Camponotus alamaina,,
Q9688021,Camponotus edmondi,http://www.wikidata.org/entity/Q9688021,1356031;1362888,Camponotus edmondi;Camponotus edmondi,,
Q30895377,Camponotus efitra,http://www.wikidata.org/entity/Q30895377,1363018;1363019,Camponotus efitra;Camponotus efitra,,
Q12860534,Camponotus pompeius,http://www.wikidata.org/entity/Q12860534,1544261;1668450,Camponotus pompeius;Camponotus pompeius,,
Q12860563,Camponotus repens,http://www.wikidata.org/entity/Q12860563,1363025;1363026,Camponotus repens;Camponotus repens,,
Q87184023,Campylia,http://www.wikidata.org/entity/Q87184023,374433;719779,Campylia;Campylia,NONE,genus doesn't seem to exist on inat but the section (719779) seems similar 
Q21440681,Campylotropis,http://www.wikidata.org/entity/Q21440681,139511;1564310,Campylotropis;Campylotropis,1564310,
Q106876880,Candelabrum,http://www.wikidata.org/entity/Q106876880,353385;374569,Candelabrum;Candelabrum,374569,taxon ancestry seems to be missing for the large part in inat -- it would be defensible if the model couldn't match it
Q2474088,Caninae,http://www.wikidata.org/entity/Q2474088,1511479;1511480,Caninae;Caninae,,
Q20987202,Cannonia,http://www.wikidata.org/entity/Q20987202,417410;1081682,Cannonia;Cannonia,1081682,
Q2936584,Cantharellus,http://www.wikidata.org/entity/Q2936584,47348;892745;1374657,Cantharellus;Cantharellus;Cantharellus,892745,
Q107547029,Cantharellus platyphyllus,http://www.wikidata.org/entity/Q107547029,1137784;1621157,Cantharellus platyphyllus;Cantharellus platyphyllus,,
Q107547183,Cantharellus tenuithrix,http://www.wikidata.org/entity/Q107547183,1079613;1636900,Cantharellus tenuithrix;Cantharellus tenuithrix,,
Q146580,Capitata,http://www.wikidata.org/entity/Q146580,813988;1531069;1633252,Capitata;Capitata;Capitata,813988,
Q19806047,Caprini,http://www.wikidata.org/entity/Q19806047,846307;1460275,Caprini;Caprini,846307,
Q4035859,Carabus,http://www.wikidata.org/entity/Q4035859,56553;538999,Carabus;Carabus,,
